1;0.66
1;0.58
2;0.54
2;0.38
3;0.40
3;0.40
4;0.36
4;0.35
5;0.36
5;0.36
6;0.37
6;0.32
7;0.31
7;0.30
8;0.30
8;0.31
9;0.28
9;0.32
10;0.28
10;0.24
11;0.24
11;0.24
12;0.22
12;0.24
13;0.23
13;0.24
14;0.26
14;0.28
15;0.26
15;0.23
16;0.28
16;0.21
17;0.25
17;0.25
18;0.22
18;0.23
19;0.25
19;0.19
20;0.21
20;0.23
21;0.20
21;0.23
22;0.23
22;0.20
23;0.23
23;0.20
24;0.21
24;0.22
25;0.24
25;0.26
26;0.23
26;0.21
27;0.24
27;0.21
28;0.23
28;0.23
29;0.22
29;0.19
30;0.18
30;0.24
31;0.22
31;0.20
32;0.19
32;0.21
33;0.19
33;0.21
34;0.20
34;0.16
35;0.21
35;0.23
