1;0.67
1;0.60
1;0.48
2;0.41
2;0.34
2;0.32
3;0.33
3;0.29
3;0.39
4;0.35
4;0.32
4;0.33
5;0.30
5;0.32
5;0.26
6;0.25
6;0.25
6;0.23
7;0.29
7;0.23
7;0.28
8;0.23
8;0.23
8;0.29
9;0.30
9;0.21
9;0.26
10;0.22
10;0.24
10;0.21
11;0.24
11;0.27
11;0.20
12;0.20
12;0.25
12;0.22
13;0.20
13;0.21
13;0.24
14;0.20
14;0.23
14;0.21
15;0.22
15;0.25
15;0.20
16;0.21
16;0.19
16;0.20
17;0.20
17;0.21
17;0.29
18;0.19
18;0.21
18;0.17
19;0.21
19;0.19
19;0.17
20;0.22
20;0.20
20;0.21
21;0.17
21;0.18
21;0.21
22;0.19
22;0.23
22;0.23
23;0.20
23;0.23
23;0.22
24;0.20
24;0.21
24;0.21
25;0.20
25;0.17
25;0.23
26;0.19
26;0.19
26;0.21
27;0.19
27;0.20
27;0.15
28;0.23
28;0.17
28;0.19
29;0.17
29;0.19
29;0.18
30;0.14
30;0.16
30;0.15
31;0.21
31;0.19
31;0.15
32;0.12
32;0.16
32;0.20
33;0.18
33;0.21
33;0.16
34;0.15
34;0.21
34;0.19
35;0.22
35;0.16
35;0.14
36;0.21
36;0.17
36;0.19
37;0.14
37;0.17
37;0.17
38;0.19
38;0.19
38;0.22
39;0.19
39;0.16
39;0.19
40;0.18
40;0.18
40;0.15
41;0.22
41;0.18
41;0.19
42;0.17
42;0.16
42;0.16
43;0.14
43;0.13
43;0.15
44;0.18
44;0.13
44;0.17
45;0.15
45;0.15
45;0.19
