1;0.71
1;0.62
2;0.58
2;0.47
3;0.44
3;0.50
4;0.43
4;0.49
5;0.52
5;0.45
6;0.47
6;0.39
7;0.43
7;0.39
8;0.39
8;0.34
9;0.29
9;0.33
10;0.34
10;0.32
11;0.32
11;0.29
12;0.30
12;0.34
13;0.33
13;0.32
14;0.29
14;0.27
15;0.32
15;0.28
16;0.28
16;0.25
17;0.27
17;0.31
18;0.25
18;0.30
19;0.26
19;0.27
20;0.28
20;0.26
21;0.29
21;0.25
22;0.27
22;0.25
23;0.26
23;0.28
24;0.27
24;0.24
25;0.29
25;0.25
26;0.24
26;0.31
27;0.25
27;0.26
28;0.27
28;0.28
29;0.25
29;0.26
30;0.23
30;0.23
31;0.26
31;0.23
32;0.24
32;0.24
33;0.25
33;0.26
34;0.25
34;0.26
35;0.20
35;0.23
36;0.25
36;0.24
37;0.21
37;0.27
38;0.21
38;0.24
