1;0.71
1;0.65
2;0.63
2;0.52
3;0.51
3;0.49
4;0.47
4;0.47
5;0.48
5;0.46
6;0.48
6;0.46
7;0.43
7;0.41
8;0.37
8;0.41
9;0.35
9;0.36
10;0.40
10;0.38
11;0.36
11;0.31
12;0.35
12;0.33
13;0.34
13;0.32
14;0.30
14;0.25
15;0.28
15;0.27
16;0.25
16;0.27
17;0.25
17;0.25
18;0.29
18;0.24
19;0.26
19;0.24
20;0.24
20;0.22
21;0.25
21;0.22
22;0.23
22;0.23
23;0.23
23;0.22
24;0.20
24;0.16
25;0.20
25;0.19
26;0.20
26;0.23
27;0.20
27;0.22
28;0.21
28;0.20
29;0.22
29;0.22
30;0.24
30;0.20
31;0.23
31;0.22
32;0.20
32;0.20
33;0.22
33;0.24
34;0.22
34;0.21
35;0.19
35;0.20
36;0.19
36;0.19
37;0.22
37;0.21
38;0.19
38;0.17
